timestamp,vessel_name,voyage_phase,latitude,longitude,speed_knots,course_deg,heading_deg,nav_status
2025-01-01T17:20:00Z,OSV_DUMMY_01,Outbound Transit,18.83614,72.81952,10.99,223,227,Underway
2025-01-01T17:21:00Z,OSV_DUMMY_01,Outbound Transit,18.83666,72.81933,9.88,45,48,Underway
2025-01-01T17:22:00Z,OSV_DUMMY_01,Outbound Transit,18.83595,72.81973,9.42,41,45,Underway
2025-01-01T17:23:00Z,OSV_DUMMY_01,Outbound Transit,18.83568,72.8195,10.33,308,313,Underway
2025-01-01T17:24:00Z,OSV_DUMMY_01,Outbound Transit,18.83537,72.8194,9.98,295,290,Underway
2025-01-01T17:25:00Z,OSV_DUMMY_01,Outbound Transit,18.83533,72.81892,10.69,172,172,Underway
2025-01-01T17:26:00Z,OSV_DUMMY_01,Outbound Transit,18.83502,72.8191,9.1,129,124,Underway
2025-01-01T17:27:00Z,OSV_DUMMY_01,Outbound Transit,18.83502,72.81868,10.25,310,314,Underway
2025-01-01T17:28:00Z,OSV_DUMMY_01,Outbound Transit,18.83493,72.81811,10.96,122,121,Underway
2025-01-01T17:29:00Z,OSV_DUMMY_01,Outbound Transit,18.8351,72.81798,10.72,190,194,Underway
2025-01-01T17:30:00Z,OSV_DUMMY_01,Outbound Transit,18.83464,72.81782,10.04,291,291,Underway
2025-01-01T17:31:00Z,OSV_DUMMY_01,Outbound Transit,18.83454,72.81801,10.3,81,81,Underway
2025-01-01T17:32:00Z,OSV_DUMMY_01,Outbound Transit,18.83402,72.81787,10.17,125,121,Underway
2025-01-01T17:33:00Z,OSV_DUMMY_01,Outbound Transit,18.83359,72.81767,9.89,102,99,Underway
2025-01-01T17:34:00Z,OSV_DUMMY_01,Outbound Transit,18.83374,72.81768,10.04,17,21,Underway
2025-01-01T17:35:00Z,OSV_DUMMY_01,Outbound Transit,18.8338,72.81709,9.57,31,30,Underway
2025-01-01T17:36:00Z,OSV_DUMMY_01,Outbound Transit,18.83346,72.81716,9.12,332,335,Underway
2025-01-01T17:37:00Z,OSV_DUMMY_01,Outbound Transit,18.83351,72.81666,9.28,329,330,Underway
2025-01-01T17:38:00Z,OSV_DUMMY_01,Outbound Transit,18.83265,72.81674,10.3,311,313,Underway
2025-01-01T17:39:00Z,OSV_DUMMY_01,Outbound Transit,18.83273,72.81659,9.85,268,267,Underway
2025-01-01T17:40:00Z,OSV_DUMMY_01,Outbound Transit,18.83288,72.81636,10.01,266,268,Underway
2025-01-01T17:41:00Z,OSV_DUMMY_01,Outbound Transit,18.83219,72.81593,8.75,227,227,Underway
2025-01-01T17:42:00Z,OSV_DUMMY_01,Outbound Transit,18.8324,72.816,9.35,183,182,Underway
2025-01-01T17:43:00Z,OSV_DUMMY_01,Outbound Transit,18.83171,72.81584,8.56,24,29,Underway
2025-01-01T17:44:00Z,OSV_DUMMY_01,Outbound Transit,18.83171,72.81613,9.59,132,135,Underway
2025-01-01T17:45:00Z,OSV_DUMMY_01,Outbound Transit,18.83118,72.81579,8.79,275,274,Underway
2025-01-01T17:46:00Z,OSV_DUMMY_01,Outbound Transit,18.83159,72.81521,9.91,50,51,Underway
2025-01-01T17:47:00Z,OSV_DUMMY_01,Outbound Transit,18.83141,72.81486,10.49,116,116,Underway
2025-01-01T17:48:00Z,OSV_DUMMY_01,Outbound Transit,18.83073,72.81506,9.64,286,281,Underway
2025-01-01T17:49:00Z,OSV_DUMMY_01,Outbound Transit,18.83098,72.8145,10.05,260,255,Underway
2025-01-01T17:50:00Z,OSV_DUMMY_01,Outbound Transit,18.83048,72.81435,8.55,157,155,Underway
2025-01-01T17:51:00Z,OSV_DUMMY_01,Outbound Transit,18.83056,72.81435,8.56,203,205,Underway
2025-01-01T17:52:00Z,OSV_DUMMY_01,Outbound Transit,18.83029,72.81451,8.75,107,108,Underway
2025-01-01T17:53:00Z,OSV_DUMMY_01,Outbound Transit,18.82993,72.81426,8.8,296,298,Underway
2025-01-01T17:54:00Z,OSV_DUMMY_01,Outbound Transit,18.83011,72.81406,10.14,272,276,Underway
2025-01-01T17:55:00Z,OSV_DUMMY_01,Outbound Transit,18.82989,72.81405,9.0,152,148,Underway
2025-01-01T17:56:00Z,OSV_DUMMY_01,Outbound Transit,18.82903,72.81371,8.54,171,175,Underway
2025-01-01T17:57:00Z,OSV_DUMMY_01,Outbound Transit,18.82895,72.81363,9.39,237,233,Underway
2025-01-01T17:58:00Z,OSV_DUMMY_01,Outbound Transit,18.82869,72.81322,9.6,323,319,Underway
2025-01-01T17:59:00Z,OSV_DUMMY_01,Outbound Transit,18.82834,72.81325,10.1,356,351,Underway
2025-01-01T18:00:00Z,OSV_DUMMY_01,Outbound Transit,18.82879,72.81344,8.68,180,179,Underway
2025-01-01T18:01:00Z,OSV_DUMMY_01,Outbound Transit,18.82895,72.81237,10.84,322,320,Underway
2025-01-01T18:02:00Z,OSV_DUMMY_01,Outbound Transit,18.82928,72.81158,8.85,267,266,Underway
2025-01-01T18:03:00Z,OSV_DUMMY_01,Outbound Transit,18.82956,72.81062,9.88,287,284,Underway
2025-01-01T18:04:00Z,OSV_DUMMY_01,Outbound Transit,18.82939,72.80926,8.89,243,246,Underway
2025-01-01T18:05:00Z,OSV_DUMMY_01,Outbound Transit,18.82984,72.80884,9.95,277,273,Underway
2025-01-01T18:06:00Z,OSV_DUMMY_01,Outbound Transit,18.83019,72.80794,9.62,192,195,Underway
2025-01-01T18:07:00Z,OSV_DUMMY_01,Outbound Transit,18.82993,72.80644,9.9,225,230,Underway
2025-01-01T18:08:00Z,OSV_DUMMY_01,Outbound Transit,18.8298,72.80614,8.6,209,212,Underway
2025-01-01T18:09:00Z,OSV_DUMMY_01,Outbound Transit,18.83008,72.80501,9.78,209,213,Underway
2025-01-01T18:10:00Z,OSV_DUMMY_01,Outbound Transit,18.83088,72.80373,9.79,121,120,Underway
2025-01-01T18:11:00Z,OSV_DUMMY_01,Outbound Transit,18.83037,72.80299,10.09,341,336,Underway
2025-01-01T18:12:00Z,OSV_DUMMY_01,Outbound Transit,18.83079,72.80205,10.21,3,4,Underway
2025-01-01T18:13:00Z,OSV_DUMMY_01,Outbound Transit,18.83071,72.80155,10.29,344,343,Underway
2025-01-01T18:14:00Z,OSV_DUMMY_01,Outbound Transit,18.83162,72.8003,10.13,292,287,Underway
2025-01-01T18:15:00Z,OSV_DUMMY_01,Outbound Transit,18.83127,72.79943,9.52,219,218,Underway
2025-01-01T18:16:00Z,OSV_DUMMY_01,Outbound Transit,18.83174,72.79839,10.07,137,141,Underway
2025-01-01T18:17:00Z,OSV_DUMMY_01,Outbound Transit,18.8315,72.79789,8.71,330,330,Underway
2025-01-01T18:18:00Z,OSV_DUMMY_01,Outbound Transit,18.83217,72.79673,8.77,14,14,Underway
2025-01-01T18:19:00Z,OSV_DUMMY_01,Outbound Transit,18.83214,72.79618,9.71,201,201,Underway
2025-01-01T18:20:00Z,OSV_DUMMY_01,Outbound Transit,18.83213,72.79536,10.02,78,73,Underway
2025-01-01T18:21:00Z,OSV_DUMMY_01,Outbound Transit,18.83218,72.79438,9.07,50,48,Underway
2025-01-01T18:22:00Z,OSV_DUMMY_01,Outbound Transit,18.83257,72.79309,9.35,203,203,Underway
2025-01-01T18:23:00Z,OSV_DUMMY_01,Outbound Transit,18.83262,72.79207,9.46,331,332,Underway
2025-01-01T18:24:00Z,OSV_DUMMY_01,Outbound Transit,18.83297,72.79116,10.14,261,256,Underway
2025-01-01T18:25:00Z,OSV_DUMMY_01,Outbound Transit,18.83341,72.79082,8.82,6,3,Underway
2025-01-01T18:26:00Z,OSV_DUMMY_01,Outbound Transit,18.83315,72.7896,10.68,94,95,Underway
2025-01-01T18:27:00Z,OSV_DUMMY_01,Outbound Transit,18.83383,72.78865,9.25,183,187,Underway
2025-01-01T18:28:00Z,OSV_DUMMY_01,Outbound Transit,18.83351,72.78781,9.8,302,299,Underway
2025-01-01T18:29:00Z,OSV_DUMMY_01,Outbound Transit,18.83385,72.78723,10.04,263,261,Underway
2025-01-01T18:30:00Z,OSV_DUMMY_01,Outbound Transit,18.83411,72.78568,10.22,354,357,Underway
2025-01-01T18:31:00Z,OSV_DUMMY_01,Outbound Transit,18.8343,72.78522,9.58,244,240,Underway
2025-01-01T18:32:00Z,OSV_DUMMY_01,Outbound Transit,18.83456,72.78373,9.23,355,352,Underway
2025-01-01T18:33:00Z,OSV_DUMMY_01,Outbound Transit,18.83488,72.78331,8.64,226,223,Underway
2025-01-01T18:34:00Z,OSV_DUMMY_01,Outbound Transit,18.83514,72.78192,9.95,168,172,Underway
2025-01-01T18:35:00Z,OSV_DUMMY_01,Outbound Transit,18.83491,72.78155,10.14,324,324,Underway
2025-01-01T18:36:00Z,OSV_DUMMY_01,Outbound Transit,18.83484,72.78053,10.7,308,310,Underway
2025-01-01T18:37:00Z,OSV_DUMMY_01,Outbound Transit,18.83553,72.7795,9.21,66,61,Underway
2025-01-01T18:38:00Z,OSV_DUMMY_01,Outbound Transit,18.83586,72.779,9.71,96,93,Underway
2025-01-01T18:39:00Z,OSV_DUMMY_01,Outbound Transit,18.83573,72.77767,10.27,13,10,Underway
2025-01-01T18:40:00Z,OSV_DUMMY_01,Outbound Transit,18.8357,72.77651,10.56,358,354,Underway
2025-01-01T18:41:00Z,OSV_DUMMY_01,Outbound Transit,18.83575,72.77586,9.61,229,226,Underway
2025-01-01T18:42:00Z,OSV_DUMMY_01,Outbound Transit,18.83643,72.77469,9.02,267,262,Underway
2025-01-01T18:43:00Z,OSV_DUMMY_01,Outbound Transit,18.83632,72.77436,9.65,96,98,Underway
2025-01-01T18:44:00Z,OSV_DUMMY_01,Outbound Transit,18.83657,72.77292,9.52,217,222,Underway
2025-01-01T18:45:00Z,OSV_DUMMY_01,Outbound Transit,18.83655,72.77219,9.54,49,52,Underway
2025-01-01T18:46:00Z,OSV_DUMMY_01,Outbound Transit,18.83677,72.77152,10.21,327,328,Underway
2025-01-01T18:47:00Z,OSV_DUMMY_01,Outbound Transit,18.83684,72.77042,9.21,62,65,Underway
2025-01-01T18:48:00Z,OSV_DUMMY_01,Outbound Transit,18.83759,72.76939,9.43,58,55,Underway
2025-01-01T18:49:00Z,OSV_DUMMY_01,Outbound Transit,18.83755,72.76868,9.77,281,281,Underway
2025-01-01T18:50:00Z,OSV_DUMMY_01,Outbound Transit,18.83775,72.76787,10.35,7,8,Underway
2025-01-01T18:51:00Z,OSV_DUMMY_01,Outbound Transit,18.83774,72.76701,8.99,298,300,Underway
2025-01-01T18:52:00Z,OSV_DUMMY_01,Outbound Transit,18.838,72.76633,8.62,307,303,Underway
2025-01-01T18:53:00Z,OSV_DUMMY_01,Outbound Transit,18.83857,72.76515,10.5,242,247,Underway
2025-01-01T18:54:00Z,OSV_DUMMY_01,Outbound Transit,18.83843,72.76404,9.95,6,3,Underway
2025-01-01T18:55:00Z,OSV_DUMMY_01,Outbound Transit,18.8388,72.76323,10.12,211,208,Underway
2025-01-01T18:56:00Z,OSV_DUMMY_01,Outbound Transit,18.83856,72.76257,10.58,15,17,Underway
2025-01-01T18:57:00Z,OSV_DUMMY_01,Outbound Transit,18.83936,72.76174,9.48,159,164,Underway
2025-01-01T18:58:00Z,OSV_DUMMY_01,Outbound Transit,18.83882,72.76049,10.76,82,78,Underway
2025-01-01T18:59:00Z,OSV_DUMMY_01,Outbound Transit,18.83971,72.75928,8.61,180,183,Underway
2025-01-01T19:00:00Z,OSV_DUMMY_01,Outbound Transit,18.83948,72.7587,10.5,251,256,Underway
2025-01-01T19:01:00Z,OSV_DUMMY_01,Outbound Transit,18.83999,72.75755,8.72,250,245,Underway
2025-01-01T19:02:00Z,OSV_DUMMY_01,Outbound Transit,18.83958,72.75698,9.55,135,134,Underway
2025-01-01T19:03:00Z,OSV_DUMMY_01,Outbound Transit,18.84029,72.75578,9.91,142,139,Underway
2025-01-01T19:04:00Z,OSV_DUMMY_01,Outbound Transit,18.84053,72.75502,9.3,331,335,Underway
2025-01-01T19:05:00Z,OSV_DUMMY_01,Outbound Transit,18.84081,72.75411,10.93,90,89,Underway
2025-01-01T19:06:00Z,OSV_DUMMY_01,Outbound Transit,18.84099,72.75294,10.87,241,246,Underway
2025-01-01T19:07:00Z,OSV_DUMMY_01,Outbound Transit,18.84116,72.75195,10.25,324,322,Underway
2025-01-01T19:08:00Z,OSV_DUMMY_01,Outbound Transit,18.84131,72.75127,8.99,56,59,Underway
2025-01-01T19:09:00Z,OSV_DUMMY_01,Outbound Transit,18.84127,72.7503,8.51,181,179,Underway
2025-01-01T19:10:00Z,OSV_DUMMY_01,Outbound Transit,18.84139,72.74941,9.38,355,356,Underway
2025-01-01T19:11:00Z,OSV_DUMMY_01,Outbound Transit,18.84173,72.74898,9.57,142,147,Underway
2025-01-01T19:12:00Z,OSV_DUMMY_01,Outbound Transit,18.84194,72.74773,8.69,314,319,Underway
2025-01-01T19:13:00Z,OSV_DUMMY_01,Outbound Transit,18.84201,72.74666,8.77,114,110,Underway
2025-01-01T19:14:00Z,OSV_DUMMY_01,Outbound Transit,18.84247,72.74604,8.66,327,324,Underway
2025-01-01T19:15:00Z,OSV_DUMMY_01,Outbound Transit,18.84248,72.74491,10.86,326,322,Underway
2025-01-01T19:16:00Z,OSV_DUMMY_01,Outbound Transit,18.84272,72.74442,10.84,342,340,Underway
2025-01-01T19:17:00Z,OSV_DUMMY_01,Outbound Transit,18.84295,72.74335,9.89,201,198,Underway
2025-01-01T19:18:00Z,OSV_DUMMY_01,Outbound Transit,18.84274,72.74226,8.99,344,341,Underway
2025-01-01T19:19:00Z,OSV_DUMMY_01,Outbound Transit,18.8433,72.74105,10.62,73,78,Underway
2025-01-01T19:20:00Z,OSV_DUMMY_01,Outbound Transit,18.84328,72.74088,10.75,332,327,Underway
2025-01-01T19:21:00Z,OSV_DUMMY_01,Outbound Transit,18.84343,72.73996,10.82,290,295,Underway
2025-01-01T19:22:00Z,OSV_DUMMY_01,Outbound Transit,18.84362,72.73887,9.98,249,246,Underway
2025-01-01T19:23:00Z,OSV_DUMMY_01,Outbound Transit,18.84361,72.73806,8.73,175,171,Underway
2025-01-01T19:24:00Z,OSV_DUMMY_01,Outbound Transit,18.84396,72.73724,9.97,158,158,Underway
2025-01-01T19:25:00Z,OSV_DUMMY_01,Outbound Transit,18.84392,72.7357,10.2,78,81,Underway
2025-01-01T19:26:00Z,OSV_DUMMY_01,Outbound Transit,18.84459,72.73524,8.57,82,83,Underway
2025-01-01T19:27:00Z,OSV_DUMMY_01,Outbound Transit,18.84444,72.73377,9.15,50,47,Underway
2025-01-01T19:28:00Z,OSV_DUMMY_01,Outbound Transit,18.84456,72.73295,10.76,113,112,Underway
2025-01-01T19:29:00Z,OSV_DUMMY_01,Outbound Transit,18.84505,72.73267,9.43,200,201,Underway
2025-01-01T19:30:00Z,OSV_DUMMY_01,Outbound Transit,18.84508,72.73112,10.64,168,168,Underway
2025-01-01T19:31:00Z,OSV_DUMMY_01,Outbound Transit,18.84533,72.73061,9.62,233,230,Underway
2025-01-01T19:32:00Z,OSV_DUMMY_01,Outbound Transit,18.84506,72.72982,8.56,141,136,Underway
2025-01-01T19:33:00Z,OSV_DUMMY_01,Outbound Transit,18.84562,72.72861,9.16,331,330,Underway
2025-01-01T19:34:00Z,OSV_DUMMY_01,Outbound Transit,18.84581,72.72765,10.45,232,229,Underway
2025-01-01T19:35:00Z,OSV_DUMMY_01,Outbound Transit,18.84611,72.72712,9.51,191,190,Underway
2025-01-01T19:36:00Z,OSV_DUMMY_01,Outbound Transit,18.84583,72.72565,10.47,44,42,Underway
2025-01-01T19:37:00Z,OSV_DUMMY_01,Outbound Transit,18.84657,72.72473,8.86,99,94,Underway
2025-01-01T19:38:00Z,OSV_DUMMY_01,Outbound Transit,18.84682,72.72452,10.73,261,259,Underway
2025-01-01T19:39:00Z,OSV_DUMMY_01,Outbound Transit,18.8469,72.72304,9.63,134,134,Underway
2025-01-01T19:40:00Z,OSV_DUMMY_01,Outbound Transit,18.84676,72.72237,9.6,315,315,Underway
2025-01-01T19:41:00Z,OSV_DUMMY_01,Outbound Transit,18.84706,72.72122,10.2,85,81,Underway
2025-01-01T19:42:00Z,OSV_DUMMY_01,Outbound Transit,18.84689,72.72041,8.51,289,292,Underway
2025-01-01T19:43:00Z,OSV_DUMMY_01,Outbound Transit,18.84742,72.71936,10.9,59,63,Underway
2025-01-01T19:44:00Z,OSV_DUMMY_01,Outbound Transit,18.84767,72.71862,9.67,141,141,Underway
2025-01-01T19:45:00Z,OSV_DUMMY_01,Outbound Transit,18.84786,72.71787,10.7,315,318,Underway
2025-01-01T19:46:00Z,OSV_DUMMY_01,Outbound Transit,18.84809,72.71657,9.86,102,98,Underway
2025-01-01T19:47:00Z,OSV_DUMMY_01,Outbound Transit,18.84788,72.71604,8.76,26,24,Underway
2025-01-01T19:48:00Z,OSV_DUMMY_01,Outbound Transit,18.84824,72.71492,10.29,57,54,Underway
2025-01-01T19:49:00Z,OSV_DUMMY_01,Outbound Transit,18.84872,72.71384,8.7,87,89,Underway
2025-01-01T19:50:00Z,OSV_DUMMY_01,Outbound Transit,18.84837,72.71345,10.47,191,192,Underway
2025-01-01T19:51:00Z,OSV_DUMMY_01,Outbound Transit,18.84853,72.71254,10.06,15,17,Underway
2025-01-01T19:52:00Z,OSV_DUMMY_01,Outbound Transit,18.84864,72.71108,10.41,215,211,Underway
2025-01-01T19:53:00Z,OSV_DUMMY_01,Outbound Transit,18.84906,72.71036,9.73,317,314,Underway
2025-01-01T19:54:00Z,OSV_DUMMY_01,Outbound Transit,18.84957,72.70942,10.56,260,265,Underway
2025-01-01T19:55:00Z,OSV_DUMMY_01,Outbound Transit,18.84968,72.70841,10.74,243,248,Underway
2025-01-01T19:56:00Z,OSV_DUMMY_01,Outbound Transit,18.84937,72.70776,9.85,279,283,Underway
2025-01-01T19:57:00Z,OSV_DUMMY_01,Outbound Transit,18.85001,72.70699,9.33,36,40,Underway
2025-01-01T19:58:00Z,OSV_DUMMY_01,Outbound Transit,18.85044,72.70607,10.21,235,239,Underway
2025-01-01T19:59:00Z,OSV_DUMMY_01,Outbound Transit,18.8504,72.70473,9.08,305,307,Underway
2025-01-01T20:00:00Z,OSV_DUMMY_01,Outbound Transit,18.85002,72.70397,9.06,293,296,Underway
2025-01-01T20:01:00Z,OSV_DUMMY_01,Outbound Transit,18.85076,72.70364,9.1,181,179,Underway
2025-01-01T20:02:00Z,OSV_DUMMY_01,Outbound Transit,18.85074,72.70258,9.51,339,341,Underway
2025-01-01T20:03:00Z,OSV_DUMMY_01,Outbound Transit,18.85119,72.70126,8.52,247,250,Underway
2025-01-01T20:04:00Z,OSV_DUMMY_01,Outbound Transit,18.85092,72.7009,10.08,204,204,Underway
2025-01-01T20:05:00Z,OSV_DUMMY_01,Outbound Transit,18.85107,72.69967,10.7,265,261,Underway
2025-01-01T20:06:00Z,OSV_DUMMY_01,Outbound Transit,18.85175,72.69842,8.88,32,36,Underway
2025-01-01T20:07:00Z,OSV_DUMMY_01,Outbound Transit,18.8518,72.69801,9.74,98,93,Underway
2025-01-01T20:08:00Z,OSV_DUMMY_01,Outbound Transit,18.8518,72.69687,10.14,124,119,Underway
2025-01-01T20:09:00Z,OSV_DUMMY_01,Outbound Transit,18.85206,72.69626,9.39,157,154,Underway
2025-01-01T20:10:00Z,OSV_DUMMY_01,Outbound Transit,18.852,72.69471,10.73,277,281,Underway
2025-01-01T20:11:00Z,OSV_DUMMY_01,Outbound Transit,18.8522,72.69431,10.51,21,26,Underway
2025-01-01T20:12:00Z,OSV_DUMMY_01,Outbound Transit,18.85285,72.69298,8.83,311,306,Underway
2025-01-01T20:13:00Z,OSV_DUMMY_01,Outbound Transit,18.85255,72.69239,10.7,221,220,Underway
2025-01-01T20:14:00Z,OSV_DUMMY_01,Outbound Transit,18.85267,72.69182,9.31,268,267,Underway
2025-01-01T20:15:00Z,OSV_DUMMY_01,Outbound Transit,18.85311,72.69053,9.26,239,241,Underway
2025-01-01T20:16:00Z,OSV_DUMMY_01,Outbound Transit,18.85309,72.68932,10.52,155,153,Underway
2025-01-01T20:17:00Z,OSV_DUMMY_01,Outbound Transit,18.8534,72.68881,10.13,230,231,Underway
2025-01-01T20:18:00Z,OSV_DUMMY_01,Outbound Transit,18.85331,72.68746,8.58,166,169,Underway
2025-01-01T20:19:00Z,OSV_DUMMY_01,Outbound Transit,18.85394,72.68686,10.01,179,179,Underway
2025-01-01T20:20:00Z,OSV_DUMMY_01,Outbound Transit,18.8544,72.68641,8.57,96,100,Underway
2025-01-01T20:21:00Z,OSV_DUMMY_01,Outbound Transit,18.85443,72.68541,10.54,144,145,Underway
2025-01-01T20:22:00Z,OSV_DUMMY_01,Outbound Transit,18.85402,72.68456,10.59,50,53,Underway
2025-01-01T20:23:00Z,OSV_DUMMY_01,Outbound Transit,18.85422,72.68367,10.28,5,10,Underway
2025-01-01T20:24:00Z,OSV_DUMMY_01,Outbound Transit,18.85437,72.6826,10.3,225,224,Underway
2025-01-01T20:25:00Z,OSV_DUMMY_01,Outbound Transit,18.85496,72.6811,8.69,37,38,Underway
2025-01-01T20:26:00Z,OSV_DUMMY_01,Outbound Transit,18.85533,72.68025,10.12,200,205,Underway
2025-01-01T20:27:00Z,OSV_DUMMY_01,Outbound Transit,18.8551,72.67953,9.74,345,347,Underway
2025-01-01T20:28:00Z,OSV_DUMMY_01,Outbound Transit,18.85579,72.67836,10.05,1,356,Underway
2025-01-01T20:29:00Z,OSV_DUMMY_01,Outbound Transit,18.85571,72.67769,10.6,278,277,Underway
2025-01-01T20:30:00Z,OSV_DUMMY_01,Outbound Transit,18.85612,72.67696,8.8,173,177,Underway
2025-01-01T20:31:00Z,OSV_DUMMY_01,Outbound Transit,18.85563,72.6762,10.48,21,26,Underway
2025-01-01T20:32:00Z,OSV_DUMMY_01,Outbound Transit,18.85631,72.67547,9.13,121,116,Underway
2025-01-01T20:33:00Z,OSV_DUMMY_01,Outbound Transit,18.85602,72.67441,9.84,161,160,Underway
2025-01-01T20:34:00Z,OSV_DUMMY_01,Outbound Transit,18.8567,72.67365,9.48,214,214,Underway
2025-01-01T20:35:00Z,OSV_DUMMY_01,Outbound Transit,18.85657,72.67257,9.42,302,305,Underway
2025-01-01T20:36:00Z,OSV_DUMMY_01,Outbound Transit,18.85676,72.67175,10.62,102,107,Underway
2025-01-01T20:37:00Z,OSV_DUMMY_01,Outbound Transit,18.85708,72.67066,10.8,91,93,Underway
2025-01-01T20:38:00Z,OSV_DUMMY_01,Outbound Transit,18.85763,72.66937,10.4,6,3,Underway
2025-01-01T20:39:00Z,OSV_DUMMY_01,Outbound Transit,18.85778,72.66893,10.12,218,222,Underway
2025-01-01T20:40:00Z,OSV_DUMMY_01,Outbound Transit,18.85737,72.66797,10.13,109,114,Underway
2025-01-01T20:41:00Z,OSV_DUMMY_01,Outbound Transit,18.85813,72.66676,10.28,102,99,Underway
2025-01-01T20:42:00Z,OSV_DUMMY_01,Outbound Transit,18.85824,72.66604,10.11,273,273,Underway
2025-01-01T20:43:00Z,OSV_DUMMY_01,Outbound Transit,18.85822,72.66543,10.0,266,267,Underway
2025-01-01T20:44:00Z,OSV_DUMMY_01,Outbound Transit,18.85855,72.66428,10.53,217,216,Underway
2025-01-01T20:45:00Z,OSV_DUMMY_01,Outbound Transit,18.85829,72.66367,8.98,358,356,Underway
2025-01-01T20:46:00Z,OSV_DUMMY_01,Outbound Transit,18.85895,72.66203,10.78,295,300,Underway
2025-01-01T20:47:00Z,OSV_DUMMY_01,Outbound Transit,18.85917,72.6614,8.76,185,180,Underway
2025-01-01T20:48:00Z,OSV_DUMMY_01,Outbound Transit,18.85924,72.66061,9.21,140,145,Underway
2025-01-01T20:49:00Z,OSV_DUMMY_01,Outbound Transit,18.85947,72.65965,10.8,96,92,Underway
2025-01-01T20:50:00Z,OSV_DUMMY_01,Outbound Transit,18.85942,72.65903,10.43,291,296,Underway
2025-01-01T20:51:00Z,OSV_DUMMY_01,Outbound Transit,18.85978,72.65819,8.84,276,272,Underway
2025-01-01T20:52:00Z,OSV_DUMMY_01,Outbound Transit,18.85968,72.65719,9.57,109,110,Underway
2025-01-01T20:53:00Z,OSV_DUMMY_01,Outbound Transit,18.86033,72.65589,9.36,324,328,Underway
2025-01-01T20:54:00Z,OSV_DUMMY_01,Outbound Transit,18.86034,72.65508,9.18,180,177,Underway
2025-01-01T20:55:00Z,OSV_DUMMY_01,Outbound Transit,18.86047,72.6539,10.78,313,308,Underway
2025-01-01T20:56:00Z,OSV_DUMMY_01,Outbound Transit,18.86042,72.65368,9.06,133,130,Underway
2025-01-01T20:57:00Z,OSV_DUMMY_01,Outbound Transit,18.86054,72.65261,9.5,315,320,Underway
2025-01-01T20:58:00Z,OSV_DUMMY_01,Outbound Transit,18.8612,72.65162,10.74,84,87,Underway
2025-01-01T20:59:00Z,OSV_DUMMY_01,Outbound Transit,18.86084,72.65083,9.38,126,122,Underway
2025-01-01T21:00:00Z,OSV_DUMMY_01,Outbound Transit,18.86148,72.64967,9.32,25,30,Underway
2025-01-01T21:01:00Z,OSV_DUMMY_01,Outbound Transit,18.86151,72.64849,8.81,37,40,Underway
2025-01-01T21:02:00Z,OSV_DUMMY_01,Outbound Transit,18.86151,72.64795,9.18,213,208,Underway
2025-01-01T21:03:00Z,OSV_DUMMY_01,Outbound Transit,18.86199,72.64675,9.95,116,120,Underway
2025-01-01T21:04:00Z,OSV_DUMMY_01,Outbound Transit,18.86202,72.64643,8.74,147,148,Underway
2025-01-01T21:05:00Z,OSV_DUMMY_01,Outbound Transit,18.86204,72.64533,10.93,88,85,Underway
2025-01-01T21:06:00Z,OSV_DUMMY_01,Outbound Transit,18.86229,72.64456,8.71,290,293,Underway
2025-01-01T21:07:00Z,OSV_DUMMY_01,Outbound Transit,18.86238,72.6436,8.89,325,321,Underway
2025-01-01T21:08:00Z,OSV_DUMMY_01,Outbound Transit,18.86298,72.64212,10.16,307,307,Underway
2025-01-01T21:09:00Z,OSV_DUMMY_01,Outbound Transit,18.86268,72.64177,10.74,254,249,Underway
2025-01-01T21:10:00Z,OSV_DUMMY_01,Outbound Transit,18.86282,72.64058,9.74,343,338,Underway
2025-01-01T21:11:00Z,OSV_DUMMY_01,Outbound Transit,18.86312,72.63984,10.84,241,245,Underway
2025-01-01T21:12:00Z,OSV_DUMMY_01,Outbound Transit,18.86361,72.6387,9.74,91,90,Underway
2025-01-01T21:13:00Z,OSV_DUMMY_01,Outbound Transit,18.8639,72.63795,10.58,280,279,Underway
2025-01-01T21:14:00Z,OSV_DUMMY_01,Outbound Transit,18.8638,72.63709,10.22,318,321,Underway
2025-01-01T21:15:00Z,OSV_DUMMY_01,Outbound Transit,18.86386,72.6362,9.25,21,22,Underway
2025-01-01T21:16:00Z,OSV_DUMMY_01,Outbound Transit,18.86395,72.63502,9.73,9,11,Underway
2025-01-01T21:17:00Z,OSV_DUMMY_01,Outbound Transit,18.86417,72.63401,8.64,331,326,Underway
2025-01-01T21:18:00Z,OSV_DUMMY_01,Outbound Transit,18.86448,72.63317,8.65,25,21,Underway
2025-01-01T21:19:00Z,OSV_DUMMY_01,Outbound Transit,18.86475,72.63235,10.89,320,319,Underway
2025-01-01T21:20:00Z,OSV_DUMMY_01,Outbound Transit,18.86517,72.6312,9.22,30,25,Underway
2025-01-01T21:21:00Z,OSV_DUMMY_01,Outbound Transit,18.8651,72.6304,10.83,75,74,Underway
2025-01-01T21:22:00Z,OSV_DUMMY_01,Outbound Transit,18.86539,72.62948,9.02,192,189,Underway
2025-01-01T21:23:00Z,OSV_DUMMY_01,Outbound Transit,18.86519,72.62917,10.27,259,256,Underway
